COD_INE;ID_REL;COD_GEO;COD_PROV;PROVINCIA;NOMBRE_ACTUAL;POBLACION_MUNI;SUPERFICIE;PERIMETRO;COD_INE_CAPITAL;CAPITAL;POBLACION_CAPITAL;HOJA_MTN25;LONGITUD_ETRS89_REGCAN95;LATITUD_ETRS89_REGCAN95;ORIGENCOOR;ALTITUD;ORIGENALTITUD
28044000000;1280442;28225;28;Madrid;Colmenarejo;9755;3169,8547;29709;28044000101;Colmenarejo;9668;0533-4;-4,016774065;40,56092663;Detección automática;873;MDT
28045000000;1280455;28220;28;Madrid;Colmenar Viejo;58654;18256,4311;88827;28045000101;Colmenar Viejo;57175;0534-1;-3,766149541;40,65880805;Detección automática;875;MDT
28046000000;1280468;28230;28;Madrid;Collado Mediano;7749;2257,3692;20042;28046000101;Collado Mediano;6524;0508-3;-4,024391261;40,69365743;Detección automática;1024;MDT
28047000000;1280474;28235;28;Madrid;Collado Villalba;67956;2652,0145;24374;28047000101;Collado Villalba;18246;0533-2;-3,991592449;40,64579798;Detección automática;916;MDT
28048000000;1280480;28240;28;Madrid;Corpa;835;2591,1363;20557;28048000101;Corpa;834;0560-2;-3,2630119;40,42479435;Detección automática;815;MDT
28049000000;1280493;28245;28;Madrid;Coslada;80365;1201,4216;15914;28049000101;Coslada;80365;0559-2;-3,565560449;40,42627874;Detección automática;620;MDT
28050000000;1280506;28250;28;Madrid;Cubas de la Sagra;7217;1282,2907;16868;28050000101;Cubas de la Sagra;4191;0582-3;-3,838344946;40,19126364;Detección automática;646;MDT
28051000000;1280513;28255;28;Madrid;Chapinería;2700;2539,7431;29105;28051000101;Chapinería;2488;0557-4;-4,209808521;40,37919177;Detección automática;680;MDT
28052000000;1280528;28260;28;Madrid;Chinchón;5826;11590,8065;59766;28052000101;Chinchón;4509;0606-1;-3,423102611;40,13994193;Detección automática;731;MDT
28053000000;1280534;28265;28;Madrid;Daganzo de Arriba;10758;4377,2447;38001;28053000101;Daganzo de Arriba;10758;0535-3;-3,457894414;40,54493947;Detección automática;662;MDT
28054000000;1280549;28270;28;Madrid;El Escorial;17322;6875,1262;44101;28054000401;El Escorial;9180;0533-1;-4,129576412;40,58510059;Detección automática;911;MDT
28055000000;1280552;28275;28;Madrid;Estremera;1465;7909,9763;54631;28055000202;Estremera;1118;0584-3;-3,106621023;40,18465976;Detección automática;639;MDT
28056000000;1280565;28280;28;Madrid;Fresnedillas de la Oliva;1895;2819,9051;27048;28056000101;Fresnedillas de la Oliva;1827;0558-1;-4,172037839;40,48651273;Detección automática;892;MDT
28057000000;1280571;28285;28;Madrid;Fresno de Torote;2558;3158,9168;25895;28057000102;Fresno de Torote;2;0535-1;-3,41188083;40,59279221;Mapa;653;MDT
28058000000;1280587;28290;28;Madrid;Fuenlabrada;189814;3941,0027;32804;28058000102;Fuenlabrada;162341;0582-1;-3,799802615;40,2840315;Detección automática;670;MDT
28059000000;1280590;28295;28;Madrid;Fuente el Saz de Jarama;7426;3322,5868;26998;28059000101;Fuente el Saz de Jarama;6595;0535-1;-3,513870374;40,63417163;Detección automática;641;MDT
28060000000;1280604;28300;28;Madrid;Fuentidueña de Tajo;2368;6059,4802;36665;28060000101;Fuentidueña de Tajo;1940;0607-1;-3,159544122;40,1186079;Detección automática;563;MDT
28061000000;1280611;28305;28;Madrid;Galapagar;36805;6499,2274;46798;28061000801;Galapagar;22753;0533-4;-4,006090877;40,5805253;Detección automática;877;MDT
28062000000;1280626;28310;28;Madrid;Garganta de los Montes;442;3965,8315;30801;28062000301;Garganta de los Montes;321;0484-2,0484-1;-3,687765764;40,92152682;Detección automática;1131;MDT
28063000000;1280632;28315;28;Madrid;Gargantilla del Lozoya y Pinilla de Buitrago;405;2412,0784;26478;28063000101;Gargantilla del Lozoya;222;0484-1;-3,718589973;40,96483533;Detección automática;1136;MDT
28064000000;1280647;28320;28;Madrid;Gascones;250;2004,2086;25943;28064000201;Gascones;183;0458-4;-3,641804864;41,01788428;Detección automática;1043;MDT
28065000000;1280650;28325;28;Madrid;Getafe;195628;7837,9315;47744;28065000301;Getafe;164800;0582-1;-3,732332146;40,30555125;Detección automática;623;MDT
28066000000;1280663;28330;28;Madrid;Griñón;10785;1742,0944;20790;28066000101;Griñón;10781;0582-3;-3,852888775;40,213132;Detección automática;671;MDT
28067000000;1280679;28335;28;Madrid;Guadalix de la Sierra;7010;6104,5525;34105;28067000101;Guadalix de la Sierra;6996;0509-1;-3,692752779;40,78487273;Detección automática;837;MDT
28068000000;1280685;28340;28;Madrid;Guadarrama;17545;5697,6192;41938;28068000201;Guadarrama;14178;0508-3;-4,08879044;40,67252357;Detección automática;962;MDT
28069000000;1280698;28345;28;Madrid;La Hiruela;88;1717,6998;21243;28069000101;La Hiruela;86;0459-3;-3,454639221;41,07784659;Detección automática;1254;MDT
28070000000;1280702;28350;28;Madrid;Horcajo de la Sierra-Aoslos;221;2056,6017;21712;28070000101;Horcajo de la Sierra;106;0458-4;-3,585785446;41,06668362;Detección automática;1076;MDT
28071000000;1280719;28355;28;Madrid;Horcajuelo de la Sierra;106;2439,1658;26223;28071000101;Horcajuelo de la Sierra;102;0458-4;-3,545381006;41,06020767;Detección automática;1136;MDT
28072000000;1280724;28360;28;Madrid;Hoyo de Manzanares;9323;4531,4091;28039;28072000301;Hoyo de Manzanares;5760;0533-2;-3,907251019;40,62286422;Detección automática;1003;MDT
28073000000;1280730;28365;28;Madrid;Humanes de Madrid;20549;1946,4712;17701;28073000101;Humanes de Madrid;20396;0582-1,0582-3;-3,829042325;40,25080593;Detección automática;675;MDT
28074000000;1280745;28370;28;Madrid;Leganés;195946;4309,1688;27804;28074000201;Leganés;181484;0582-1;-3,758378081;40,32705474;Detección automática;648;MDT
28075000000;1280758;28375;28;Madrid;Loeches;9321;4406,0338;34351;28075000102;Loeches;8679;0560-3;-3,409335111;40,38383529;Detección automática;633;MDT
28076000000;1280761;28380;28;Madrid;Lozoya;600;5794,3178;31486;28076000101;Lozoya;581;0484-1;-3,791818898;40,95134133;Detección automática;1108;MDT
28078000000;1280783;28390;28;Madrid;Madarcos;69;845,9707;13625;28078000101;Madarcos;62;0458-4;-3,582031279;41,04751453;Detección automática;1062;MDT
28079000000;1280796;28001;28;Madrid;Madrid;3477497;60444,54;174030;28079000101;Madrid;3477497;0559-4,0559-3;-3,691978194;40,41902552;Detección automática;646;MDT
28080000000;1280800;28395;28;Madrid;Majadahonda;73662;3847,0473;29572;28080002201;Majadahonda;73364;0558-2;-3,872524621;40,47286293;Detección automática;738;MDT
28082000000;1280822;28400;28;Madrid;Manzanares el Real;9670;12669,5651;59463;28082000101;Manzanares el Real;9051;0508-4;-3,865187;40,72681157;Detección automática;910;MDT
28083000000;1280838;28405;28;Madrid;Meco;15979;3495,61;30181;28083000201;Meco;15972;0535-4;-3,324451639;40,55256404;Detección automática;657;MDT
28084000000;1280843;28410;28;Madrid;Mejorada del Campo;24976;1721,1676;20119;28084000101;Mejorada del Campo;21567;0560-3;-3,484676669;40,39607182;Detección automática;573;MDT
28085000000;1280856;28415;28;Madrid;Miraflores de la Sierra;7335;5665,7477;40651;28085000201;Miraflores de la Sierra;6744;0509-1;-3,766720793;40,8138022;Detección automática;1144;MDT
28086000000;1280869;28420;28;Madrid;El Molar;9970;5028,9817;34961;28086000101;El Molar;9298;0509-4;-3,582152842;40,73277096;Detección automática;815;MDT
28087000000;1280875;28425;28;Madrid;Los Molinos;4869;1955,8996;19809;28087000102;Los Molinos;4869;0508-3;-4,073654968;40,71480945;Detección automática;1043;MDT
28088000000;1280881;28430;28;Madrid;Montejo de la Sierra;408;3195,4707;33236;28088000101;Montejo de la Sierra;408;0458-4;-3,53002601;41,05958943;Detección automática;1149;MDT
28089000000;1280894;28435;28;Madrid;Moraleja de Enmedio;5646;3129,4416;29645;28089000201;Moraleja de Enmedio;5185;0581-2;-3,861668895;40,26023605;Detección automática;678;MDT
28090000000;1280908;28440;28;Madrid;Moralzarzal;14725;4255,6143;52411;28090000101;Moralzarzal;13919;0508-4;-3,971736269;40,67907394;Detección automática;974;MDT
28091000000;1280915;28445;28;Madrid;Morata de Tajuña;8394;4519,7795;28442;28091000101;Morata de Tajuña;7729;0583-3;-3,437003485;40,22951017;Detección automática;561;MDT
28092000000;1280920;28450;28;Madrid;Móstoles;214293;4536,0123;37548;28092000101;Móstoles;201069;0581-2;-3,865398528;40,32271371;Detección automática;658;MDT
28093000000;1280936;28455;28;Madrid;Navacerrada;3338;2728,5369;33711;28093000101;Navacerrada;3335;0508-4;-4,014591371;40,72896591;Detección automática;1189;MDT
28094000000;1280941;28460;28;Madrid;Navalafuente;1722;1175,4674;14118;28094000101;Navalafuente;1600;0509-2;-3,676124515;40,82334194;Detección automática;907;MDT
28095000000;1280954;28465;28;Madrid;Navalagamella;3170;7604,9615;47273;28095000102;Navalagamella;2825;0558-1;-4,122788384;40,46930953;Detección automática;753;MDT
28096000000;1280967;28470;28;Madrid;Navalcarnero;33352;10021,8579;46869;28096000301;Navalcarnero;32532;0581-2;-4,015144008;40,29082426;Detección automática;662;MDT
28097000000;1280973;28475;28;Madrid;Navarredonda y San Mamés;165;2743,5531;22516;28097000101;Navarredonda;57;0484-1;-3,725678697;40,9908428;Detección automática;1212;MDT
28099000000;1280992;28480;28;Madrid;Navas del Rey;3424;5078,0882;34603;28099000201;Navas del Rey;2892;0557-4;-4,251577277;40,38409945;Detección automática;713;MDT
28100000000;1281006;28485;28;Madrid;Nuevo Baztán;7494;2019,6805;21665;28100000401;Nuevo Baztán;290;0560-4;-3,243414513;40,36545175;Detección automática;830;MDT
28101000000;1281013;28490;28;Madrid;Olmeda de las Fuentes;434;1657,0876;16391;28101000101;Olmeda de las Fuentes;425;0560-4;-3,222243159;40,36882737;Detección automática;764;MDT
28102000000;1281028;28495;28;Madrid;Orusco de Tajuña;1535;2150,5691;19563;28102000101;Orusco de Tajuña;1450;0583-2;-3,208495422;40,28516521;Detección automática;652;MDT
28104000000;1281049;28500;28;Madrid;Paracuellos de Jarama;27649;4392,3984;36222;28104000201;Paracuellos de Jarama;23821;0534-4;-3,531862851;40,50513082;Detección automática;688;MDT
28106000000;1281065;28505;28;Madrid;Parla;138012;2450,7617;26815;28106000102;Parla;137991;0582-3;-3,772703433;40,23759437;Detección automática;646;MDT
28107000000;1281071;28510;28;Madrid;Patones;618;3447,0446;34868;28107000301;Patones;574;0485-3;-3,485073302;40,85568739;Investigación;897;Investigación
28108000000;1281087;28515;28;Madrid;Pedrezuela;6604;2834,571;25409;28108000301;Pedrezuela;5383;0509-4;-3,603094616;40,7453269;Detección automática;864;MDT
28109000000;1281090;28520;28;Madrid;Pelayos de la Presa;3192;758,4826;10854;28109000101;Pelayos de la Presa;3192;0557-4;-4,334255954;40,35927087;Detección automática;560;MDT
28110000000;1281104;28525;28;Madrid;Perales de Tajuña;3257;4892,0062;34828;28110000101;Perales de Tajuña;2869;0583-3;-3,352146158;40,23454444;Detección automática;572;MDT
28111000000;1281111;28530;28;Madrid;Pezuela de las Torres;1003;4144,4198;29350;28111000101;Pezuela de las Torres;741;0561-1;-3,177530532;40,41867136;Detección automática;849;MDT
28112000000;1281126;28535;28;Madrid;Pinilla del Valle;200;2583,5854;28352;28112000101;Pinilla del Valle;200;0484-1;-3,818417487;40,92642839;Detección automática;1092;MDT
28113000000;1281132;28540;28;Madrid;Pinto;56592;6204,3353;35807;28113000102;Pinto;56520;0582-3;-3,700096402;40,24099183;Detección automática;607;MDT
28114000000;1281147;28545;28;Madrid;Piñuécar-Gandullas;184;1818,7143;26563;28114000201;Piñuécar;87;0458-4;-3,599558647;41,03322328;Detección automática;1060;MDT
28115000000;1281150;28550;28;Madrid;Pozuelo de Alarcón;89474;4319,9716;29435;28115000401;Pozuelo de Alarcón;59323;0559-1;-3,813932585;40,43437971;Detección automática;694;MDT
28116000000;1281163;28555;28;Madrid;Pozuelo del Rey;1312;3099,8436;24948;28116000101;Pozuelo del Rey;1308;0560-4;-3,3219801;40,36622537;Detección automática;807;MDT
28117000000;1281179;28560;28;Madrid;Prádena del Rincón;146;2247,8636;27317;28117000101;Prádena del Rincón;144;0458-4;-3,540870896;41,04380608;Detección automática;1114;MDT
28118000000;1281185;28565;28;Madrid;Puebla de la Sierra;99;5770,0156;31679;28118000101;Puebla de la Sierra;97;0459-3;-3,4450022;41,01221249;Detección automática;1160;MDT
28119000000;1281198;28575;28;Madrid;Quijorna;4014;2571,2688;27687;28119000202;Quijorna;3954;0558-1;-4,057076706;40,4264011;Detección automática;577;MDT
28120000000;1281202;28580;28;Madrid;Rascafría;1698;15028,4913;59378;28120000204;Rascafría;1474;0483-4;-3,880406282;40,90404891;Detección automática;1155;MDT
28121000000;1281219;28585;28;Madrid;Redueña;287;1286,5124;18441;28121000101;Redueña;284;0509-2;-3,60370074;40,81643852;Detección automática;823;MDT
28122000000;1281224;28590;28;Madrid;Ribatejada;925;3182,2882;36996;28122000101;Ribatejada;652;0535-1;-3,392729961;40,66666076;Detección automática;758;MDT
28123000000;1281230;28595;28;Madrid;Rivas-Vaciamadrid;103243;6793,43;51526;28123000701;Vaciamadrid;16082;0583-1;-3,547793323;40,35497882;Coordinado_IGR Poblaciones;563;En estudio
28124000000;1281245;28600;28;Madrid;Robledillo de la Jara;119;2034,7803;25899;28124000101;Robledillo de la Jara;110;0484-2;-3,525088398;40,95260632;Detección automática;1019;MDT
28125000000;1281258;28605;28;Madrid;Robledo de Chavela;4874;9300,9216;70330;28125000201;Robledo de Chavela;4797;0532-4;-4,238261978;40,50079633;Detección automática;888;MDT
28126000000;1281261;28610;28;Madrid;Robregordo;79;1835,56;22208;28126000101;Robregordo;76;0458-2;-3,594005123;41,1056387;Detección automática;1284;MDT
28127000000;1281277;28615;28;Madrid;Las Rozas de Madrid;99579;5830,8952;39034;28127000401;Las Rozas de Madrid;52152;0558-2;-3,874368545;40,49313057;Detección automática;708;MDT
28128000000;1281283;28620;28;Madrid;Rozas de Puerto Real;582;3015,2617;33304;28128000201;Rozas de Puerto Real;415;0580-1;-4,49076927;40,3102359;Detección automática;873;MDT
28129000000;1281296;28625;28;Madrid;San Agustín del Guadalix;13947;3828,3042;34112;28129000101;San Agustín del Guadalix;13320;0509-4;-3,615755214;40,67838206;Detección automática;664;MDT
28130000000;1281300;28630;28;Madrid;San Fernando de Henares;39033;3986,3546;43083;28130000201;San Fernando de Henares;38969;0559-2;-3,535159932;40,42499329;Detección automática;585;MDT
28131000000;1281317;28635;28;Madrid;San Lorenzo de El Escorial;18942;5640,1833;46790;28131000201;San Lorenzo de El Escorial;16941;0533-1;-4,148963237;40,5914354;Detección automática;1038;MDT
28132000000;1281322;28640;28;Madrid;San Martín de la Vega;20936;10592,8382;44798;28132000701;San Martín de la Vega;20186;0582-4;-3,568595468;40,20783903;Detección automática;514;MDT
28133000000;1281338;28645;28;Madrid;San Martín de Valdeiglesias;9302;11548,0948;67004;28133000401;San Martín de Valdeiglesias;8521;0557-3;-4,397571425;40,36193144;Detección automática;675;MDT
28134000000;1281343;28650;28;Madrid;San Sebastián de los Reyes;97330;5866,3473;49719;28134000501;San Sebastián de los Reyes;88057;0534-4;-3,626396693;40,54756328;Detección automática;675;MDT
28135000000;1281356;28655;28;Madrid;Santa María de la Alameda;1596;7440,7933;67847;28135001001;Santa María de la Alameda;119;0532-2;-4,257917119;40,59570644;Detección automática;1404;MDT
28136000000;1281369;28660;28;Madrid;Santorcaz;1015;2798,4394;21955;28136000201;Santorcaz;961;0560-2;-3,233115437;40,47217079;Detección automática;857;MDT
28137000000;1281375;28665;28;Madrid;Los Santos de la Humosa;2890;3488,8446;30742;28137000101;Los Santos de la Humosa;2885;0535-4;-3,257621305;40,50167604;Detección automática;860;MDT
28138000000;1281381;28670;28;Madrid;La Serna del Monte;110;544,1233;17159;28138000101;La Serna del Monte;77;0458-4;-3,625110949;41,02985786;Detección automática;1072;MDT
28140000000;1281408;28675;28;Madrid;Serranillos del Valle;4681;1329,2869;25231;28140000101;Serranillos del Valle;4590;0581-4;-3,885783906;40,20468921;Detección automática;647;MDT
28141000000;1281415;28680;28;Madrid;Sevilla la Nueva;9823;2513,0057;21856;28141000601;Sevilla la Nueva;8175;0558-3;-4,027234933;40,3476546;Detección automática;672;MDT
28143000000;1281436;28685;28;Madrid;Somosierra;93;2042,2258;22528;28143000101;Somosierra;93;0458-2;-3,581783523;41,13315474;Detección automática;1431;MDT
28144000000;1281441;28690;28;Madrid;Soto del Real;9459;4321,3762;35101;28144000101;Soto del Real;8375;0509-1;-3,786895514;40,75317934;Detección automática;918;MDT
28145000000;1281454;28695;28;Madrid;Talamanca de Jarama;4621;3935,6227;41017;28145000401;Talamanca de Jarama;4268;0510-3;-3,511037569;40,74526137;Detección automática;652;MDT
28146000000;1281467;28700;28;Madrid;Tielmes;2940;2688,2684;22883;28146000101;Tielmes;2914;0583-4;-3,31515503;40,24599531;Detección automática;584;MDT
28147000000;1281473;28705;28;Madrid;Titulcia;1398;994,6321;17155;28147000101;Titulcia;1348;0605-2;-3,570814139;40,13715419;Detección automática;510;MDT
28148000000;1281489;28710;28;Madrid;Torrejón de Ardoz;144211;3262,3457;26304;28148000101;Torrejón de Ardoz;142851;0560-1;-3,479824013;40,45917387;Detección automática;585;MDT
28149000000;1281492;28715;28;Madrid;Torrejón de la Calzada;10618;898,212;16368;28149000101;Torrejón de la Calzada;10549;0582-3;-3,799326427;40,20089163;Detección automática;629;MDT
28150000000;1281505;28720;28;Madrid;Torrejón de Velasco;4895;5232,1334;32522;28150000101;Torrejón de Velasco;4793;0582-3;-3,777333233;40,1870625;Detección automática;601;MDT
28151000000;1281512;28725;28;Madrid;Torrelaguna;5076;4340,3569;31965;28151000102;Torrelaguna;5006;0509-2;-3,53853988;40,8279008;Detección automática;738;MDT
28152000000;1281527;28730;28;Madrid;Torrelodones;25324;2194,7729;22449;28152001401;Torrelodones;8564;0533-4;-3,929300988;40,5756;Detección automática;843;MDT
28153000000;1281533;28735;28;Madrid;Torremocha de Jarama;1155;1849,4036;27788;28153000201;Torremocha de Jarama;661;0485-3;-3,496090931;40,83535883;Detección automática;705;MDT
28154000000;1281548;28740;28;Madrid;Torres de la Alameda;7829;4361,49;33051;28154000201;Torres de la Alameda;7636;0560-3;-3,362815239;40,40594627;Detección automática;658;MDT
28155000000;1281551;28745;28;Madrid;Valdaracete;664;6431,4913;37135;28155000101;Valdaracete;617;0583-4;-3,194509863;40,2112259;Detección automática;731;MDT
28156000000;1281564;28750;28;Madrid;Valdeavero;1892;1878,8456;31469;28156000101;Valdeavero;1411;0535-2;-3,333043809;40,63105497;Detección automática;708;MDT
28157000000;1281570;28755;28;Madrid;Valdelaguna;1120;4212,9399;27798;28157000101;Valdelaguna;1104;0606-1;-3,367288318;40,16198843;Detección automática;695;MDT
28158000000;1281586;28760;28;Madrid;Valdemanco;1119;1758,0387;17816;28158000101;Valdemanco;708;0484-4;-3,662971702;40,87255394;Detección automática;1131;MDT
28159000000;1281599;28765;28;Madrid;Valdemaqueda;871;5219,916;47254;28159000101;Valdemaqueda;850;0532-4;-4,295726845;40,51115053;Detección automática;858;MDT
28160000000;1281603;28770;28;Madrid;Valdemorillo;14395;9368,2305;48230;28160001202;Valdemorillo;6083;0533-3;-4,068353325;40,50104224;Detección automática;804;MDT
28161000000;1281610;28775;28;Madrid;Valdemoro;86078;6416,9515;39535;28161000101;Valdemoro;85904;0582-4;-3,677001827;40,19076502;Detección automática;602;MDT
28162000000;1281625;28780;28;Madrid;Valdeolmos-Alalpardo;4633;2680,8023;25907;28162000101;Alalpardo;2454;0535-1;-3,474985453;40,62880859;Detección automática;672;MDT
28163000000;1281631;28785;28;Madrid;Valdepiélagos;615;1759,2809;24325;28163000101;Valdepiélagos;517;0510-1;-3,465943835;40,76060923;Detección automática;744;MDT
28164000000;1281646;28790;28;Madrid;Valdetorres de Jarama;5209;3352,0537;29224;28164000201;Valdetorres de Jarama;4004;0510-3;-3,512412692;40,69517203;Detección automática;653;MDT
28165000000;1281659;28795;28;Madrid;Valdilecha;3313;4248,3828;25336;28165000101;Valdilecha;3248;0583-2;-3,30317143;40,29577347;Detección automática;709;MDT
28166000000;1281662;28800;28;Madrid;Valverde de Alcalá;567;1352,6785;16890;28166000101;Valverde de Alcalá;562;0560-2;-3,298831097;40,41964481;Detección automática;722;MDT
28167000000;1281678;28805;28;Madrid;Velilla de San Antonio;14467;1435,3756;19177;28167000101;Velilla de San Antonio;14467;0560-3;-3,487861929;40,3669571;Detección automática;552;MDT
28168000000;1281684;28810;28;Madrid;El Vellón;2273;3414,3714;27662;28168000201;El Vellón;1853;0509-2;-3,582102703;40,76602917;Detección automática;889;MDT
28169000000;1281697;28815;28;Madrid;Venturada;2633;979,3381;13048;28169000101;Venturada;796;0509-2;-3,620972358;40,79848811;Detección automática;871;MDT
28170000000;1281701;28825;28;Madrid;Villaconejos;3565;3297,4111;22841;28170000101;Villaconejos;3544;0606-1;-3,485095835;40,10416049;Detección automática;630;MDT
28171000000;1281718;28820;28;Madrid;Villa del Prado;7743;7842,4336;38872;28171000802;Villa del Prado;6413;0580-2;-4,305499766;40,27671721;Detección automática;510;MDT
28172000000;1281723;28830;28;Madrid;Villalbilla;18661;3446,47;36577;28172000601;Villalbilla;2393;0560-2;-3,2986884;40,43250956;Detección automática;738;MDT
28173000000;1281739;28835;28;Madrid;Villamanrique de Tajo;863;2932,3627;32398;28173000301;Villamanrique de Tajo;844;0606-4;-3,240183623;40,06880932;Detección automática;547;MDT
28174000000;1281744;28840;28;Madrid;Villamanta;2929;6314,5076;39526;28174000101;Villamanta;2661;0581-1;-4,110128825;40,29955569;Detección automática;550;MDT
28175000000;1281757;28845;28;Madrid;Villamantilla;1674;2399,2061;23709;28175000101;Villamantilla;1635;0558-3;-4,130706814;40,3380572;Detección automática;546;MDT
28176000000;1281760;28850;28;Madrid;Villanueva de la Cañada;23784;3491,7263;37063;28176000401;Villanueva de la Cañada;18264;0558-2;-4,005406479;40,44657586;Detección automática;654;MDT
28177000000;1281776;28860;28;Madrid;Villanueva del Pardillo;18415;2534,6904;22344;28177000101;Villanueva del Pardillo;16788;0558-2;-3,964270176;40,49069576;Detección automática;651;MDT
28178000000;1281782;28855;28;Madrid;Villanueva de Perales;1762;3118,1379;29816;28178000101;Villanueva de Perales;1681;0558-3;-4,101505844;40,34659925;Detección automática;588;MDT
28179000000;1281795;28865;28;Madrid;Villar del Olmo;2333;2762,1365;21601;28179000201;Villar del Olmo;690;0560-4;-3,235648326;40,33657025;Detección automática;676;MDT
28180000000;1281809;28870;28;Madrid;Villarejo de Salvanés;8035;11861,9263;61710;28180000101;Villarejo de Salvanés;7823;0606-2;-3,276156348;40,16888746;Detección automática;753;MDT
28181000000;1281816;28875;28;Madrid;Villaviciosa de Odón;30068;6804,8636;45261;28181000101;Villaviciosa de Odón;21473;0558-4;-3,901882;40,358607;Investigación;639;Investigación
28182000000;1281821;28880;28;Madrid;Villavieja del Lozoya;335;2328,9118;26687;28182000501;Villavieja del Lozoya;208;0458-4;-3,671650622;41,0064813;Detección automática;1064;MDT
28183000000;1281837;28885;28;Madrid;Zarzalejo;1937;2063,274;20419;28183000301;Zarzalejo;687;0533-3;-4,181377779;40,54730901;Detección automática;1106;MDT
28901000000;1289015;28385;28;Madrid;Lozoyuela-Navas-Sieteiglesias;1475;5128,4974;31456;28901000402;Lozoyuela;1057;0484-2;-3,617704644;40,92630201;Detección automática;1018;MDT
28902000000;1289020;28570;28;Madrid;Puentes Viejas;762;5832,9561;51748;28902000401;Manjirón;416;0484-2;-3,584357909;40,96528478;Detección automática;1013;MDT
28903000000;1289036;28742;28;Madrid;Tres Cantos;54506;3793,348;38601;28903000103;Tres Cantos;51929;0534-1;-3,712207081;40,5990676;Detección automática;737;MDT
29001000000;1290017;29010;29;Málaga;Alameda;5434;6511,3957;40457;29001000101;Alameda;5401;1006-4;-4,658198437;37,20767645;Detección automática;428;MDT
29002000000;1290022;29020;29;Málaga;Alcaucín;2713;4518,58;32850;29002000101;Alcaucín;658;1040-3;-4,114021693;36,90245364;Detección automática;502;MDT
29003000000;1290038;29030;29;Málaga;Alfarnate;1036;3399,77;29948;29003000101;Alfarnate;1017;1039-2;-4,260807795;36,99509262;Detección automática;887;MDT
29004000000;1290043;29040;29;Málaga;Alfarnatejo;363;2036,195;22408;29004000101;Alfarnatejo;189;1039-2;-4,272496492;36,97930282;Detección automática;851;MDT
29005000000;1290056;29050;29;Málaga;Algarrobo;7096;973,52;14036;29005000101;Algarrobo;2582;1054-1;-4,039126901;36,77246187;Detección automática;82;MDT
29006000000;1290069;29060;29;Málaga;Algatocín;815;1971,4994;20214;29006000101;Algatocín;576;1064-4;-5,276553856;36,57281794;Detección automática;704;MDT
29007000000;1290075;29070;29;Málaga;Alhaurín de la Torre;45324;8270,0119;43747;29007000201;Alhaurín de la Torre;15103;1066-2;-4,565558575;36,66166579;Detección automática;116;MDT
29008000000;1290081;29080;29;Málaga;Alhaurín el Grande;27610;7309,9567;40468;29008000101;Alhaurín el Grande;18729;1066-1;-4,691613;36,641919;Investigación;267;Investigación
29009000000;1290094;29090;29;Málaga;Almáchar;1958;1439,9354;25852;29009000101;Almáchar;1653;1053-2;-4,217351837;36,80870682;Detección automática;239;MDT
29010000000;1290108;29100;29;Málaga;Almargen;1885;3436,92;27713;29010000101;Almargen;1842;1022-3,1022-4;-5,021043667;37,00400119;Detección automática;513;MDT
29011000000;1290115;29110;29;Málaga;Almogía;4263;16288,893;55617;29011000101;Almogía;2491;1052-2;-4,540497226;36,82539221;Detección automática;363;MDT
29012000000;1290120;29120;29;Málaga;Álora;13639;17007,49;60988;29012000101;Álora;8587;1052-1;-4,706981574;36,82287575;Detección automática;212;MDT
29013000000;1290136;29130;29;Málaga;Alozaina;2130;3354,34;26431;29013000101;Alozaina;1823;1051-4;-4,856461582;36,72805526;Detección automática;375;MDT
29014000000;1290141;29140;29;Málaga;Alpandeire;241;3124,4263;32944;29014000101;Alpandeire;226;1064-2;-5,202269678;36,63337698;Detección automática;695;MDT
29015000000;1290154;29150;29;Málaga;Antequera;41823;74803,45;218082;29015000101;Antequera;36326;1023-4;-4,562458774;37,01944263;Detección automática;512;MDT
29016000000;1290167;29160;29;Málaga;Árchez;444;479,6195;16369;29016000101;Árchez;247;1040-4;-3,991620521;36,83878881;Detección automática;421;MDT
29017000000;1290173;29170;29;Málaga;Archidona;8098;18646,28;65817;29017000101;Archidona;6979;1024-1;-4,390917537;37,09481318;Detección automática;680;MDT
29018000000;1290189;29180;29;Málaga;Ardales;2520;10646,26;47848;29018000101;Ardales;2322;1038-3;-4,846525406;36,87795893;Detección automática;410;MDT
29019000000;1290192;29190;29;Málaga;Arenas;1317;2657,25;37511;29019000101;Arenas;898;1054-1;-4,047138278;36,81666804;Detección automática;405;MDT
29020000000;1290206;29200;29;Málaga;Arriate;4047;827,4022;15743;29020000101;Arriate;3590;1051-1;-5,138012795;36,79564708;Detección automática;620;MDT
29021000000;1290213;29210;29;Málaga;Atajate;176;1089,9304;17214;29021000101;Atajate;173;1064-2;-5,245125562;36,64011139;Detección automática;744;MDT
29022000000;1290228;29220;29;Málaga;Benadalid;224;2067,4446;22754;29022000101;Benadalid;196;1064-2;-5,268925645;36,6058565;Detección automática;689;MDT
29023000000;1290234;29230;29;Málaga;Benahavís;9765;14539,18;54532;29023000201;Benahavís;2439;1065-3;-5,045313315;36,51863555;Detección automática;149;MDT
29024000000;1290249;29240;29;Málaga;Benalauría;464;1974,7173;37341;29024000101;Benalauría;290;1064-2;-5,261111548;36,59417338;Detección automática;660;MDT
29025000000;1290252;29250;29;Málaga;Benalmádena;78787;2691;30741;29025000201;Benalmádena;6011;1066-2;-4,573374967;36,5950052;Detección automática;240;MDT
