COD_INE;ID_REL;COD_GEO;COD_PROV;PROVINCIA;NOMBRE_ACTUAL;POBLACION_MUNI;SUPERFICIE;PERIMETRO;COD_INE_CAPITAL;CAPITAL;POBLACION_CAPITAL;HOJA_MTN25;LONGITUD_ETRS89_REGCAN95;LATITUD_ETRS89_REGCAN95;ORIGENCOOR;ALTITUD;ORIGENALTITUD
10038000000;1100383;10148;10;Cáceres;Cachorrilla;84;4137,6328;36539;10038000101;Cachorrilla;77;0621-4;-6,669551749;39,91567118;Detección automática;318;MDT
10039000000;1100396;10152;10;Cáceres;Cadalso;395;735,34;18578;10039000101;Cadalso;388;0573-4;-6,539669048;40,23737594;Detección automática;433;MDT
10040000000;1100400;10156;10;Cáceres;Calzadilla;447;7633,9828;41647;10040000101;Calzadilla;429;0596-4;-6,531934453;40,0614069;Detección automática;358;MDT
10041000000;1100417;10160;10;Cáceres;Caminomorisco;1100;14724,18;75158;10041000401;Caminomorisco;684;0574-2;-6,290353696;40,32641702;Detección automática;473;MDT
10042000000;1100422;10164;10;Cáceres;Campillo de Deleitosa;84;2559,78;29545;10042000101;Campillo de Deleitosa;84;0652-4;-5,572779546;39,70370271;Detección automática;493;MDT
10043000000;1100438;10168;10;Cáceres;Campo Lugar;789;7305,5383;39802;10043000101;Campo Lugar;397;0731-3;-5,77124989;39,19613393;Investigación;294;MDT
10044000000;1100443;10172;10;Cáceres;Cañamero;1579;15144,86;67714;10044000101;Cañamero;1533;0707-3;-5,388349562;39,3782484;Detección automática;585;MDT
10045000000;1100456;10176;10;Cáceres;Cañaveral;1001;8647,8857;63993;10045000101;Cañaveral;895;0650-1;-6,393907772;39,79021384;Detección automática;361;MDT
10046000000;1100469;10180;10;Cáceres;Carbajo;181;2791,93;32004;10046000101;Carbajo;175;0675-2;-7,196573046;39,60308667;Detección automática;344;MDT
10047000000;1100475;10184;10;Cáceres;Carcaboso;1078;2029,5236;18968;10047000101;Carcaboso;1011;0597-4;-6,215611874;40,05033816;Detección automática;275;MDT
10048000000;1100481;10188;10;Cáceres;Carrascalejo;222;4847,6223;29831;10048000101;Carrascalejo;221;0681-2;-5,217904555;39,64583497;Detección automática;604;MDT
10049000000;1100494;10192;10;Cáceres;Casar de Cáceres;4514;13029,7949;81271;10049000101;Casar de Cáceres;4257;0678-3;-6,416919128;39,56148435;Detección automática;363;MDT
10050000000;1100507;10196;10;Cáceres;Casar de Palomero;993;3691,3839;53884;10050000201;Casar de Palomero;590;0574-2;-6,256323407;40,29503602;Detección automática;515;MDT
10051000000;1100514;10200;10;Cáceres;Casares de las Hurdes;364;2075,1388;22679;10051000301;Casares de las Hurdes;127;0551-2;-6,288045196;40,4401798;Detección automática;691;MDT
10052000000;1100529;10204;10;Cáceres;Casas de Don Antonio;167;3184,95;27515;10052000101;Casas de Don Antonio;137;0729-4;-6,291337904;39,23590845;Detección automática;402;MDT
10053000000;1100535;10208;10;Cáceres;Casas de Don Gómez;341;3115,7167;27282;10053000101;Casas de Don Gómez;314;0596-4;-6,60154154;40,0080285;Detección automática;322;MDT
10054000000;1100540;10220;10;Cáceres;Casas del Castañar;579;2463,4426;27203;10054000101;Casas del Castañar;513;0598-2;-5,906281046;40,1073916;Detección automática;674;MDT
10055000000;1100553;10224;10;Cáceres;Casas del Monte;764;2806,92;25841;10055000101;Casas del Monte;757;0575-4;-5,960673336;40,20252863;Detección automática;595;MDT
10056000000;1100566;10212;10;Cáceres;Casas de Millán;538;15291,1271;59333;10056000101;Casas de Millán;513;0650-2;-6,329993985;39,81823417;Detección automática;475;MDT
10057000000;1100572;10216;10;Cáceres;Casas de Miravete;106;5058,46;49202;10057000101;Casas de Miravete;102;0652-3;-5,743540495;39,72749849;Detección automática;436;MDT
10058000000;1100588;10228;10;Cáceres;Casatejada;1390;11182,2274;53097;10058000201;Casatejada;1316;0624-4;-5,683946778;39,88669095;Detección automática;273;MDT
10059000000;1100591;10232;10;Cáceres;Casillas de Coria;354;6197,3154;38801;10059000101;Casillas de Coria;352;0621-2;-6,636651869;39,96630486;Detección automática;247;MDT
10060000000;1100605;10236;10;Cáceres;Castañar de Ibor;1027;14710,06;63199;10060000101;Castañar de Ibor;994;0681-1;-5,417087711;39,62592344;Detección automática;683;MDT
10061000000;1100612;10240;10;Cáceres;Ceclavín;1769;15949,4772;59888;10061000101;Ceclavín;1752;0649-1;-6,774546275;39,82098089;Detección automática;320;MDT
10062000000;1100627;10244;10;Cáceres;Cedillo;452;5983,14;38374;10062000101;Cedillo;446;0675-1;-7,500306417;39,6516229;Detección automática;265;MDT
10063000000;1100633;10248;10;Cáceres;Cerezo;148;1813,5619;34216;10063000101;Cerezo;148;0574-4;-6,2273519;40,23672655;Detección automática;401;MDT
10064000000;1100648;10252;10;Cáceres;Cilleros;1548;20858,84;73909;10064000101;Cilleros;1464;0596-1;-6,793434717;40,11288335;Detección automática;451;MDT
10065000000;1100651;10256;10;Cáceres;Collado de la Vera;276;4494,0169;31930;10065000101;Collado de la Vera;197;0599-3;-5,71990637;40,05670555;Detección automática;448;MDT
10066000000;1100664;10260;10;Cáceres;Conquista de la Sierra;192;4176,9625;37769;10066000101;Conquista de la Sierra;186;0706-3;-5,734106196;39,35100484;Detección automática;440;MDT
10067000000;1100670;10264;10;Cáceres;Coria;12004;10346,4254;60357;10067000101;Coria;10639;0621-2;-6,535189498;39,98325703;Detección automática;263;MDT
10068000000;1100686;10268;10;Cáceres;Cuacos de Yuste;809;5263,4789;49374;10068000101;Cuacos de Yuste;754;0599-1;-5,72290663;40,10540239;Detección automática;517;MDT
10069000000;1100699;10272;10;Cáceres;La Cumbre;817;11351,5247;69995;10069000101;La Cumbre;810;0705-4;-5,97712009;39,4052008;Detección automática;479;MDT
10070000000;1100703;10276;10;Cáceres;Deleitosa;686;14421,3418;60650;10070000101;Deleitosa;663;0680-2;-5,646488332;39,6446972;Detección automática;570;MDT
10071000000;1100710;10280;10;Cáceres;Descargamaría;105;5291,6048;31179;10071000101;Descargamaría;105;0574-1;-6,486352942;40,30410589;Detección automática;494;MDT
10072000000;1100725;10284;10;Cáceres;Eljas;826;3254,7223;29309;10072000101;Eljas;821;0573-3;-6,846626734;40,21706356;Detección automática;595;MDT
10073000000;1100731;10288;10;Cáceres;Escurial;854;10071,1349;50543;10073000101;Escurial;839;0730-4;-5,883625769;39,16855423;Detección automática;315;MDT
10075000000;1100759;10292;10;Cáceres;Fresnedoso de Ibor;236;5463,36;39848;10075000101;Fresnedoso de Ibor;228;0653-3;-5,511207678;39,68666815;Detección automática;513;MDT
10076000000;1100762;10296;10;Cáceres;Galisteo;857;6547,35;51318;10076000401;Galisteo;833;0622-2;-6,267112098;39,97589816;Detección automática;303;MDT
10077000000;1100778;10300;10;Cáceres;Garciaz;665;15001,88;76148;10077000101;Garciaz;652;0706-4;-5,627434371;39,41322379;Detección automática;659;MDT
10078000000;1100784;10304;10;Cáceres;La Garganta;355;2407,8151;27733;10078000101;La Garganta;355;0576-1;-5,823469095;40,32857513;Detección automática;1123;MDT
10079000000;1100797;10308;10;Cáceres;Garganta la Olla;878;4806,2498;34207;10079000101;Garganta la Olla;847;0599-1;-5,776081165;40,11131364;Detección automática;578;MDT
10080000000;1100801;10312;10;Cáceres;Gargantilla;346;2087,106;20825;10080000101;Gargantilla;341;0575-4;-5,919877012;40,24794024;Detección automática;637;MDT
10081000000;1100818;10316;10;Cáceres;Gargüera;188;5160,0586;41693;10081000101;Gargüera;171;0598-4;-5,927657058;40,06061089;Detección automática;517;MDT
10082000000;1100823;10320;10;Cáceres;Garrovillas de Alconétar;1947;20685,2924;71241;10082000101;Garrovillas de Alconétar;1923;0649-4;-6,549583734;39,71278577;Detección automática;318;MDT
10083000000;1100839;10324;10;Cáceres;Garvín;111;3864,75;31986;10083000101;Garvín;97;0653-4;-5,345630404;39,72018078;Detección automática;500;MDT
10084000000;1100844;10328;10;Cáceres;Gata;1341;9417,6258;58584;10084000101;Gata;772;0573-4;-6,59639504;40,23777027;Investigación;635;Investigación
10085000000;1100857;10332;10;Cáceres;El Gordo;372;7704,106;63747;10085000101;El Gordo;349;0625-4;-5,343057069;39,86577532;Detección automática;322;MDT
10086000000;1100860;10336;10;Cáceres;La Granja;314;1494,4357;17631;10086000101;La Granja;307;0575-4;-5,994836941;40,23936513;Detección automática;417;MDT
10087000000;1100876;10340;10;Cáceres;Guadalupe;1720;6819,471;40527;10087000101;Guadalupe;1709;0707-2;-5,326556078;39,45082486;Detección automática;636;MDT
10088000000;1100882;10344;10;Cáceres;Guijo de Coria;187;7474,6436;43073;10088000101;Guijo de Coria;181;0597-1;-6,464161652;40,10086157;Detección automática;443;MDT
10089000000;1100895;10348;10;Cáceres;Guijo de Galisteo;1465;6227,765;49551;10089000201;Guijo de Galisteo;330;0597-1;-6,411901163;40,09351662;Detección automática;426;MDT
10090000000;1100909;10352;10;Cáceres;Guijo de Granadilla;498;7483,04;48083;10090000101;Guijo de Granadilla;489;0575-3;-6,162565278;40,19353341;Detección automática;390;MDT
10091000000;1100916;10356;10;Cáceres;Guijo de Santa Bárbara;375;3454,0471;25495;10091000101;Guijo de Santa Bárbara;360;0599-2;-5,655353061;40,1539035;Detección automática;858;MDT
10092000000;1100921;10360;10;Cáceres;Herguijuela;267;4196,5086;36130;10092000101;Herguijuela;260;0706-3;-5,760040715;39,37420977;Detección automática;461;MDT
10093000000;1100937;10364;10;Cáceres;Hernán-Pérez;401;3575,9342;27722;10093000101;Hernán-Pérez;385;0574-3;-6,464316627;40,2120593;Detección automática;443;MDT
10094000000;1100942;10368;10;Cáceres;Herrera de Alcántara;229;12118,13;55308;10094000101;Herrera de Alcántara;211;0675-1;-7,403809824;39,63694907;Detección automática;264;MDT
10095000000;1100955;10372;10;Cáceres;Herreruela;328;11372,3144;51845;10095000101;Herreruela;317;0702-2;-6,905569498;39,46296044;Detección automática;325;MDT
10096000000;1100968;10376;10;Cáceres;Hervás;3900;5977,9176;35718;10096000101;Hervás;3510;0575-2;-5,860097714;40,27517811;Detección automática;670;MDT
10097000000;1100974;10380;10;Cáceres;Higuera de Albalat;103;4053,5026;36214;10097000101;Higuera de Albalat;103;0652-4;-5,667323609;39,72455856;Detección automática;481;MDT
10098000000;1100980;10384;10;Cáceres;Hinojal;391;6345,3057;36398;10098000101;Hinojal;391;0650-3;-6,359443513;39,7106376;Detección automática;341;MDT
10099000000;1100993;10388;10;Cáceres;Holguera;587;3719,3839;26786;10099000101;Holguera;584;0622-4;-6,350980986;39,89825617;Detección automática;278;MDT
10100000000;1101007;10392;10;Cáceres;Hoyos;850;1509,4642;18406;10100000101;Hoyos;803;0573-3;-6,721645379;40,1711913;Detección automática;514;MDT
10101000000;1101014;10396;10;Cáceres;Huélaga;205;1073,0317;19209;10101000101;Huélaga;194;0596-4;-6,616737193;40,05661428;Detección automática;281;MDT
10102000000;1101029;10400;10;Cáceres;Ibahernando;540;7695,4065;52871;10102000101;Ibahernando;540;0730-2;-5,917157405;39,32446369;Detección automática;534;MDT
10103000000;1101035;10404;10;Cáceres;Jaraicejo;418;17705,28;63785;10103000101;Jaraicejo;402;0680-1,0652-3;-5,813748547;39,66669474;Detección automática;501;MDT
10104000000;1101040;10408;10;Cáceres;Jaraíz de la Vera;6835;6252,9861;50805;10104000101;Jaraíz de la Vera;6719;0599-3;-5,755479963;40,06000798;Detección automática;549;MDT
10105000000;1101053;10412;10;Cáceres;Jarandilla de la Vera;2895;6151,015;44477;10105000101;Jarandilla de la Vera;2760;0599-2;-5,660651218;40,12611228;Detección automática;591;MDT
10106000000;1101066;10416;10;Cáceres;Jarilla;128;2813,68;24421;10106000101;Jarilla;114;0575-4;-6,002633314;40,1714683;Detección automática;491;MDT
10107000000;1101072;10420;10;Cáceres;Jerte;1199;5895,0371;39977;10107000101;Jerte;1180;0576-3;-5,751191142;40,22161288;Detección automática;602;MDT
10108000000;1101088;10424;10;Cáceres;Ladrillar;179;5314,06;42695;10108000201;Ladrillar;72;0551-2;-6,225667053;40,46654905;Detección automática;708;MDT
10109000000;1101091;10428;10;Cáceres;Logrosán;1856;36523,61;94660;10109000101;Logrosán;1789;0707-3;-5,492058436;39,33706886;Detección automática;465;MDT
10110000000;1101105;10432;10;Cáceres;Losar de la Vera;2804;8207,9809;60236;10110000101;Losar de la Vera;2587;0599-2;-5,607088252;40,12197436;Detección automática;549;MDT
10111000000;1101112;10436;10;Cáceres;Madrigal de la Vera;1534;4163,77;45472;10111000101;Madrigal de la Vera;1417;0600-1;-5,366833942;40,14771047;Detección automática;380;MDT
10112000000;1101127;10440;10;Cáceres;Madrigalejo;1707;10095,11;57480;10112000101;Madrigalejo;1681;0754-2;-5,627150023;39,13941248;Detección automática;295;MDT
10113000000;1101133;10444;10;Cáceres;Madroñera;2358;13290,9071;66609;10113000101;Madroñera;2320;0706-1;-5,755913316;39,42544;Detección automática;585;MDT
10114000000;1101148;10448;10;Cáceres;Majadas;1272;5196,3514;30843;10114000101;Majadas;1267;0624-1;-5,746955587;39,94237023;Detección automática;262;MDT
10115000000;1101151;10452;10;Cáceres;Malpartida de Cáceres;4024;3216,431;27271;10115000101;Malpartida de Cáceres;3808;0704-1;-6,507161429;39,4456173;Detección automática;367;MDT
10116000000;1101164;10456;10;Cáceres;Malpartida de Plasencia;4664;37264,7081;139905;10116000301;Malpartida de Plasencia;4488;0623-1;-6,043785776;39,98137003;Detección automática;462;MDT
10117000000;1101170;10460;10;Cáceres;Marchagaz;231;947,3174;11759;10117000101;Marchagaz;225;0574-2;-6,276063703;40,26838967;Detección automática;514;MDT
10118000000;1101186;10464;10;Cáceres;Mata de Alcántara;302;3350,4329;22726;10118000101;Mata de Alcántara;302;0649-3;-6,820050603;39,71858309;Detección automática;331;MDT
10119000000;1101199;10468;10;Cáceres;Membrío;594;20751,83;66497;10119000101;Membrío;575;0676-3;-7,054028011;39,52719639;Detección automática;339;MDT
10120000000;1101203;10472;10;Cáceres;Mesas de Ibor;146;4863,41;31804;10120000101;Mesas de Ibor;146;0652-2;-5,547560083;39,7566336;Detección automática;480;MDT
10121000000;1101210;10476;10;Cáceres;Miajadas;9393;12074,95;61075;10121000301;Miajadas;8752;0753-2;-5,907558366;39,15123739;Detección automática;294;MDT
10122000000;1101225;10480;10;Cáceres;Millanes;243;1756,56;18491;10122000101;Millanes;212;0624-4;-5,580539133;39,84908201;Detección automática;371;MDT
10123000000;1101231;10484;10;Cáceres;Mirabel;620;4929,9617;38527;10123000101;Mirabel;603;0622-4;-6,233722951;39,86190403;Detección automática;490;MDT
10124000000;1101246;10488;10;Cáceres;Mohedas de Granadilla;825;5872,3478;46614;10124000101;Mohedas de Granadilla;805;0574-2;-6,20124692;40,26836989;Detección automática;448;MDT
10125000000;1101259;10492;10;Cáceres;Monroy;909;20445,4844;97941;10125000101;Monroy;874;0678-2;-6,213860403;39,63771539;Detección automática;376;MDT
10126000000;1101262;10496;10;Cáceres;Montánchez;1595;11293,09;98188;10126000101;Montánchez;1547;0730-3;-6,152721641;39,22539172;Detección automática;705;MDT
10127000000;1101278;10500;10;Cáceres;Montehermoso;5571;9645,12;65414;10127000201;Montehermoso;5547;0597-2;-6,349895445;40,08950424;Detección automática;393;MDT
10128000000;1101284;10504;10;Cáceres;Moraleja;6566;12542,18;79899;10128000401;Moraleja;6472;0596-4;-6,66135819;40,06852893;Detección automática;260;MDT
10129000000;1101297;10508;10;Cáceres;Morcillo;378;1623,1662;22649;10129000101;Morcillo;377;0597-3;-6,39704872;40,01962678;Detección automática;269;MDT
10130000000;1101301;10512;10;Cáceres;Navaconcejo;2039;5139,5434;31490;10130000101;Navaconcejo;1931;0576-3;-5,828914529;40,17854746;Detección automática;459;MDT
10131000000;1101318;10516;10;Cáceres;Navalmoral de la Mata;17297;15595,8767;63246;10131000101;Navalmoral de la Mata;17130;0624-4;-5,540711062;39,89173101;Detección automática;289;MDT
10132000000;1101323;10520;10;Cáceres;Navalvillar de Ibor;376;5552,5835;40249;10132000101;Navalvillar de Ibor;363;0681-1;-5,413348299;39,58504406;Detección automática;666;MDT
10133000000;1101339;10524;10;Cáceres;Navas del Madroño;1254;11228,9549;47693;10133000101;Navas del Madroño;1226;0677-2;-6,650293762;39,62335972;Detección automática;430;MDT
10134000000;1101344;10528;10;Cáceres;Navezuelas;668;5998,5787;34524;10134000101;Navezuelas;654;0681-3;-5,439754663;39,51050633;Detección automática;914;MDT
10135000000;1101357;10532;10;Cáceres;Nuñomoral;1189;9477,5661;47755;10135000701;Nuñomoral;281;0551-4;-6,244883988;40,40892705;Detección automática;475;MDT
10136000000;1101360;10536;10;Cáceres;Oliva de Plasencia;294;8873,3997;43008;10136000201;Oliva de Plasencia;257;0598-1;-6,086381413;40,11196104;Detección automática;402;MDT
10137000000;1101376;10540;10;Cáceres;Palomero;449;2027,4155;22318;10137000101;Palomero;448;0574-4;-6,276582807;40,24643529;Detección automática;454;MDT
10138000000;1101382;10544;10;Cáceres;Pasarón de la Vera;590;3896,5585;33101;10138000101;Pasarón de la Vera;572;0599-3;-5,820874202;40,05219627;Detección automática;597;MDT
10139000000;1101395;10548;10;Cáceres;Pedroso de Acim;101;3323,0999;30471;10139000101;Pedroso de Acim;91;0650-1;-6,412183652;39,82476971;Detección automática;462;MDT
10140000000;1101409;10552;10;Cáceres;Peraleda de la Mata;1445;9190,32;53534;10140000101;Peraleda de la Mata;1380;0625-3;-5,459960485;39,85327431;Detección automática;336;MDT
10141000000;1101416;10556;10;Cáceres;Peraleda de San Román;269;6189,8066;36043;10141000101;Peraleda de San Román;245;0653-3;-5,38716902;39,74073408;Detección automática;472;MDT
10142000000;1101421;10560;10;Cáceres;Perales del Puerto;877;3627,7775;28037;10142000101;Perales del Puerto;842;0596-2;-6,680798189;40,15445487;Detección automática;433;MDT
10143000000;1101437;10564;10;Cáceres;Pescueza;149;5205,9031;49219;10143000101;Pescueza;147;0621-4;-6,646292273;39,91843501;Detección automática;334;MDT
10144000000;1101442;10568;10;Cáceres;La Pesga;948;1988,2787;22843;10144000101;La Pesga;939;0575-1;-6,175836202;40,32654001;Detección automática;442;MDT
10145000000;1101455;10572;10;Cáceres;Piedras Albas;124;453,5146;10615;10145000101;Piedras Albas;124;0648-2;-6,925244926;39,78304495;Detección automática;347;MDT
10146000000;1101468;10576;10;Cáceres;Pinofranqueado;1785;14683,817;61535;10146000901;Pinofranqueado;1305;0574-2;-6,333943864;40,30177442;Detección automática;442;MDT
10147000000;1101474;10580;10;Cáceres;Piornal;1439;3638,5667;34360;10147000101;Piornal;1438;0599-1;-5,846970973;40,11629354;Detección automática;1176;MDT
10148000000;1101480;10584;10;Cáceres;Plasencia;40224;21793,9673;92433;10148000101;Plasencia;39454;0598-3;-6,08954211;40,03008663;Detección automática;356;MDT
10149000000;1101493;10588;10;Cáceres;Plasenzuela;533;3667,1557;37595;10149000101;Plasenzuela;524;0705-3;-6,046970021;39,38178289;Detección automática;428;MDT
10150000000;1101506;10592;10;Cáceres;Portaje;377;10054,7203;56134;10150000101;Portaje;367;0621-4;-6,562138103;39,91819255;Detección automática;378;MDT
10151000000;1101513;10596;10;Cáceres;Portezuelo;198;12610,5354;73438;10151000101;Portezuelo;187;0650-1;-6,474117244;39,81252958;Detección automática;373;MDT
10152000000;1101528;10600;10;Cáceres;Pozuelo de Zarzón;431;4742,5323;36940;10152000101;Pozuelo de Zarzón;431;0597-1;-6,41621358;40,14945241;Detección automática;467;MDT
10153000000;1101534;10604;10;Cáceres;Puerto de Santa Cruz;266;3372,163;27335;10153000101;Puerto de Santa Cruz;266;0730-2;-5,858631168;39,31644512;Detección automática;458;MDT
10154000000;1101549;10608;10;Cáceres;Rebollar;203;1150,97;18477;10154000101;Rebollar;203;0598-2;-5,899711109;40,15323672;Detección automática;596;MDT
10155000000;1101552;10612;10;Cáceres;Riolobos;1174;4923,1;40245;10155000201;Riolobos;1151;0622-2;-6,304693203;39,92189794;Detección automática;265;MDT
10156000000;1101565;10616;10;Cáceres;Robledillo de Gata;89;3107,4923;24254;10156000101;Robledillo de Gata;88;0574-1;-6,471153506;40,32238761;Detección automática;578;MDT
10157000000;1101571;10620;10;Cáceres;Robledillo de la Vera;251;1283,4463;16071;10157000101;Robledillo de la Vera;229;0599-2;-5,589043125;40,10046171;Detección automática;447;MDT
10158000000;1101587;10624;10;Cáceres;Robledillo de Trujillo;394;4478,2542;31499;10158000101;Robledillo de Trujillo;382;0730-2;-5,980555931;39,26933885;Detección automática;497;MDT
10159000000;1101590;10628;10;Cáceres;Robledollano;325;6174,4436;38629;10159000101;Robledollano;325;0681-1;-5,508899819;39,60988669;Detección automática;710;MDT
10160000000;1101604;10632;10;Cáceres;Romangordo;240;3906,6906;29106;10160000101;Romangordo;240;0652-3;-5,701089395;39,74218712;Detección automática;424;MDT
10161000000;1101611;10636;10;Cáceres;Ruanes;83;1510,6665;20596;10161000101;Ruanes;83;0730-2;-6,013317669;39,32778004;Detección automática;480;MDT
10162000000;1101626;10640;10;Cáceres;Salorino;525;15768,45;59409;10162000101;Salorino;515;0702-2;-7,010548259;39,4778657;Detección automática;330;MDT
10163000000;1101632;10644;10;Cáceres;Salvatierra de Santiago;229;3336,44;29040;10163000101;Salvatierra de Santiago;226;0730-1;-6,031839791;39,30268445;Detección automática;438;MDT
10164000000;1101647;10648;10;Cáceres;San Martín de Trevejo;697;2475,74;31445;10164000101;San Martín de Trevejo;687;0573-3;-6,796066237;40,21282821;Detección automática;611;MDT
10165000000;1101650;10652;10;Cáceres;Santa Ana;303;3498,8189;44611;10165000101;Santa Ana;299;0730-2;-5,988958279;39,30791396;Detección automática;485;MDT
10166000000;1101663;10656;10;Cáceres;Santa Cruz de la Sierra;316;4459,5301;44163;10166000101;Santa Cruz de la Sierra;313;0706-3;-5,846236552;39,3364826;Detección automática;454;MDT
10167000000;1101679;10660;10;Cáceres;Santa Cruz de Paniagua;286;8381,0188;49127;10167000201;Santa Cruz de Paniagua;248;0574-4;-6,341258465;40,19097663;Detección automática;481;MDT
10168000000;1101685;10664;10;Cáceres;Santa Marta de Magasca;293;3968,1562;41371;10168000101;Santa Marta de Magasca;289;0679-3;-6,099797569;39,51109684;Detección automática;377;MDT
10169000000;1101698;10668;10;Cáceres;Santiago de Alcántara;450;9489,92;58624;10169000101;Santiago de Alcántara;442;0675-2;-7,241062915;39,60745825;Detección automática;350;MDT
10170000000;1101702;10672;10;Cáceres;Santiago del Campo;251;7333,4529;43463;10170000101;Santiago del Campo;247;0678-1;-6,364382027;39,62940745;Detección automática;346;MDT
10171000000;1101719;10676;10;Cáceres;Santibáñez el Alto;393;9907,2198;84708;10171000101;Santibáñez el Alto;316;0573-4;-6,547434617;40,18545435;Detección automática;656;MDT
10172000000;1101724;10680;10;Cáceres;Santibáñez el Bajo;713;4615,4731;32587;10172000101;Santibáñez el Bajo;708;0574-4;-6,22321559;40,17624789;Detección automática;373;MDT
10173000000;1101730;10684;10;Cáceres;Saucedilla;1006;6041,3411;42311;10173000101;Saucedilla;887;0624-4;-5,675265733;39,851521;Detección automática;258;MDT
10174000000;1101745;10688;10;Cáceres;Segura de Toro;192;1473,2089;19990;10174000101;Segura de Toro;179;0575-4;-5,949228564;40,22454158;Detección automática;628;MDT
10175000000;1101758;10692;10;Cáceres;Serradilla;1462;25918,658;130666;10175000101;Serradilla;1417;0651-1;-6,13999718;39,82974096;Investigación;412;MDT
10176000000;1101761;10696;10;Cáceres;Serrejón;408;12415,3248;52743;10176000101;Serrejón;387;0652-1;-5,80262594;39,81709918;Detección automática;335;MDT
10177000000;1101777;10700;10;Cáceres;Sierra de Fuentes;2080;2521,3174;30601;10177000101;Sierra de Fuentes;1991;0704-2;-6,274804267;39,43724574;Detección automática;430;MDT
10178000000;1101783;10704;10;Cáceres;Talaván;776;9848,1476;59791;10178000101;Talaván;768;0650-4;-6,281643016;39,71818833;Detección automática;371;MDT
10179000000;1101796;10708;10;Cáceres;Talaveruela de la Vera;303;2133,5684;32954;10179000101;Talaveruela de la Vera;295;0600-1;-5,518142641;40,12139625;Detección automática;558;MDT
10180000000;1101800;10712;10;Cáceres;Talayuela;7425;18119,76;126933;10180001001;Talayuela;6194;0624-2;-5,610449176;39,98360073;Detección automática;285;MDT
10181000000;1101817;10716;10;Cáceres;Tejeda de Tiétar;761;5283,3429;35618;10181000101;Tejeda de Tiétar;554;0598-4;-5,869648744;40,01852776;Detección automática;441;MDT
10182000000;1101822;10720;10;Cáceres;Toril;153;14975,9383;77514;10182000501;Toril;32;0624-3;-5,780697822;39,89744541;Detección automática;257;MDT
10183000000;1101838;10724;10;Cáceres;Tornavacas;1007;7659,8085;43057;10183000101;Tornavacas;1007;0576-1;-5,688698092;40,25430626;Detección automática;871;MDT
10184000000;1101843;10728;10;Cáceres;El Torno;804;2185,72;27600;10184000101;El Torno;800;0598-2;-5,94427758;40,13632579;Detección automática;767;MDT
10185000000;1101856;10740;10;Cáceres;Torrecilla de los Ángeles;637;4329,2381;30826;10185000101;Torrecilla de los Ángeles;543;0574-3;-6,418543042;40,24791788;Detección automática;460;MDT
10186000000;1101869;10744;10;Cáceres;Torrecillas de la Tiesa;1036;13954,5806;55933;10186000101;Torrecillas de la Tiesa;1019;0680-3;-5,741967517;39,56885097;Detección automática;502;MDT
10187000000;1101875;10732;10;Cáceres;Torre de Don Miguel;480;1155,0079;15107;10187000101;Torre de Don Miguel;466;0573-4;-6,577330375;40,22364045;Detección automática;552;MDT
10188000000;1101881;10736;10;Cáceres;Torre de Santa María;508;1927,64;21141;10188000101;Torre de Santa María;494;0730-1;-6,117494229;39,25298568;Detección automática;491;MDT
10189000000;1101894;10752;10;Cáceres;Torrejoncillo;2757;9453,8098;50885;10189000101;Torrejoncillo;2403;0622-3;-6,466051468;39,89662812;Detección automática;330;MDT
10190000000;1101908;10748;10;Cáceres;Torrejón el Rubio;543;22188,2667;83907;10190000101;Torrejón el Rubio;521;0651-2;-6,013105327;39,77155825;Detección automática;307;MDT
10191000000;1101915;10756;10;Cáceres;Torremenga;620;1215,0043;16333;10191000101;Torremenga;561;0599-3;-5,775135597;40,04702658;Detección automática;528;MDT
10192000000;1101920;10760;10;Cáceres;Torremocha;751;6378,83;38071;10192000101;Torremocha;740;0705-3;-6,172641302;39,34559582;Detección automática;442;MDT
10193000000;1101936;10764;10;Cáceres;Torreorgaz;1644;2877,6382;37574;10193000101;Torreorgaz;1596;0704-4;-6,251876906;39,38287145;Detección automática;422;MDT
10194000000;1101941;10768;10;Cáceres;Torrequemada;566;3081,3148;31767;10194000101;Torrequemada;564;0704-4;-6,221414386;39,36605432;Detección automática;436;MDT
10195000000;1101954;10772;10;Cáceres;Trujillo;8660;64953;292626;10195000401;Trujillo;8155;0705-2;-5,882738918;39,45810811;Detección automática;521;MDT
10196000000;1101967;10776;10;Cáceres;Valdastillas;335;809,39;21759;10196000101;Valdastillas;329;0598-2;-5,879475983;40,13312545;Detección automática;607;MDT
10197000000;1101973;10780;10;Cáceres;Valdecañas de Tajo;98;1880,63;22446;10197000101;Valdecañas de Tajo;80;0652-2;-5,619396032;39,75970859;Detección automática;364;MDT
10198000000;1101989;10784;10;Cáceres;Valdefuentes;1079;2698,91;22348;10198000101;Valdefuentes;1079;0730-1;-6,127150998;39,27359664;Detección automática;478;MDT
10199000000;1101992;10788;10;Cáceres;Valdehúncar;189;2593,95;22216;10199000101;Valdehúncar;161;0624-4;-5,523304164;39,83711874;Detección automática;372;MDT
10200000000;1102006;10792;10;Cáceres;Valdelacasa de Tajo;336;7251,68;55920;10200000101;Valdelacasa de Tajo;336;0653-4;-5,283024487;39,72719474;Detección automática;449;MDT
10201000000;1102013;10796;10;Cáceres;Valdemorales;218;984,79;13815;10201000101;Valdemorales;218;0730-3;-6,064931284;39,20571815;Detección automática;429;MDT
